enzyme_type	source	time	score	p_value
TF	RUNX3	12h	-0.0929874521017397	0.925914809448471
TF	SP2	12h	0.942994452498097	0.34569938998365
TF	LYL1	12h	-1.23872719225957	0.215466518620342
TF	BACH2	12h	1.73403497729368	0.0829330480638462
TF	FOXP2	12h	1.39247604414892	0.16379955965814
TF	CUX1	12h	-0.260304679286094	0.794632445118646
TF	NCOA2	12h	-1.14121945223971	0.25379738461154
TF	HBP1	12h	-0.720078997098377	0.471487919550014
TF	PRDM14	12h	2.33432288723596	0.0195923501449725
TF	GRHL2	12h	-0.624550960912615	0.532275601884062
TF	E2F7	12h	-0.695606778799759	0.486686224062049
TF	TEAD4	12h	3.67604211392994	0.000237731769381553
TF	MBD2	12h	1.12227781176754	0.261762847606018
TF	BHLHE40	12h	0.934185981045138	0.35022346113178
TF	TCF7L2	12h	-0.188690901623514	0.850337713321243
TF	MAFB	12h	1.08242121227716	0.279083336324345
TF	HOXB13	12h	1.21724427338757	0.223531022293931
TF	TEAD1	12h	1.19636033351186	0.231575458588159
TF	ASCL1	12h	2.21421070161623	0.0268297227737924
TF	FOSL2	12h	3.31926039190305	0.000904778229399426
TF	HNF4G	12h	-2.90024384499719	0.00373430351088742
TF	OTX2	12h	0.303951340822511	0.761169306989449
TF	POU4F2	12h	-2.16132332725118	0.030686623034605
TF	SATB1	12h	-0.875297097614735	0.38142671459164
TF	CREB3L1	12h	1.65634324819206	0.0976738791979507
TF	E2F5	12h	0.246081060695742	0.805622953234489
TF	GFI1B	12h	0.654395631713163	0.512867286385054
TF	NCOA3	12h	0.423412054541464	0.672000906751278
TF	ONECUT1	12h	-3.17306698527354	0.00151151273449606
TF	PKNOX1	12h	0.684616693397403	0.493596729703599
TF	SOX6	12h	-1.03931478972338	0.298675620658703
TF	TCF4	12h	1.65623716940217	0.0976953514173119
TF	TCF7	12h	-0.0531353791137864	0.957624771921858
TF	XBP1	12h	-0.42406637578781	0.671523672808254
TF	ZBTB7A	12h	-3.44034465740237	0.000582603399734555
TF	SMAD5	12h	4.91332969899852	9.05160040705917e-07
TF	KDM5B	12h	-0.346192909848072	0.729202746097216
TF	DEAF1	12h	-0.886438796182538	0.375395764667023
TF	ARID2	12h	0.884448079644413	0.376468985947077
TF	ARID3A	12h	-1.29768953770808	0.194414602833784
TF	ATF7	12h	-1.87346430795283	0.0610243170473398
TF	BATF	12h	-1.61557160508492	0.106208638098962
TF	BCL11A	12h	-0.580934198605354	0.561293796096883
TF	BHLHE22	12h	3.20478100666354	0.00135456744102499
TF	CREB3	12h	1.24263650520733	0.214021827480316
TF	CTCFL	12h	1.10180161665667	0.270566143916559
TF	DUX4	12h	-1.31485446205929	0.188579532665011
TF	ELF5	12h	-1.80854198826607	0.0705428133473275
TF	EOMES	12h	1.32474126602905	0.185277776468783
TF	ETV1	12h	-0.883937566742777	0.376744514854669
TF	FOXJ2	12h	-1.33786777709067	0.180960442150706
TF	FOXK1	12h	-0.0809312403125977	0.935497747856615
TF	FOXK2	12h	-0.291535742837889	0.770645765632367
TF	MNT	12h	0.35124498042938	0.725409650976199
TF	MEIS2	12h	-0.637373116394923	0.523891859306526
TF	SOX13	12h	-0.789791379193544	0.429662478877927
TF	TCF12	12h	0.810955669159261	0.417404387385412
TF	ZNF384	12h	-0.462736910888747	0.643559874365805
TF	ZNF740	12h	-0.278872221133394	0.780346848864487
TF	ZFX	12h	-0.100443833457786	0.919993354870283
TF	HINFP	12h	0.680970370418179	0.49590107050879
TF	HMBOX1	12h	1.2869472855482	0.198133125883966
TF	HOXA9	12h	-0.0169910186057318	0.986444013708967
TF	IKZF1	12h	0.226150487469706	0.82108755336223
TF	ZNF263	12h	2.02203679549167	0.043190805578315
TF	KLF13	12h	1.84922638165874	0.0644453901539953
TF	KLF3	12h	0.66827358152017	0.503969569389607
TF	KLF9	12h	3.50483542573002	0.000458263052128168
TF	KMT2B	12h	-0.503062672484072	0.614927820685516
TF	LHX2	12h	-3.01268682712316	0.00259391003233432
TF	MEF2B	12h	0.330189771735825	0.741261326371871
TF	MEIS1	12h	1.67166928600377	0.0946110467888144
TF	MXI1	12h	2.10441992188236	0.0353589330764749
TF	NCOA1	12h	0.833910082727039	0.404345338318577
TF	NFE2L1	12h	-0.0728945749842733	0.941891012487587
TF	PBX3	12h	1.49874817323352	0.13396065861382
TF	RFX2	12h	-1.7533299110679	0.0795664398761836
TF	SOX11	12h	3.29423752341905	0.000989246699459426
TF	SIX2	12h	-2.8801430577032	0.00398074666448611
TF	SIX5	12h	-2.44306253970609	0.0145750136904018
TF	SNAPC4	12h	-2.0517106262222	0.0402156441159559
TF	TEAD2	12h	0.683208269653061	0.494486121119334
TF	TGIF2	12h	-0.035122166762168	0.971982807357955
TF	THAP1	12h	2.28000736238082	0.0226216478175302
TF	THAP11	12h	-0.912426601693156	0.36155930139603
TF	ZBED1	12h	1.47031036008075	0.141499329448513
TF	ZBTB11	12h	1.65357135545595	0.0982361989300788
TF	ZBTB33	12h	0.474231362473241	0.635342044067287
TF	ZC3H8	12h	-1.49140037955467	0.135878077252614
TF	ZHX1	12h	0.0306449564312726	0.975553109036984
TF	ZHX2	12h	0.227076159117168	0.820367710816741
TF	ZKSCAN1	12h	1.43434209916728	0.151496142912626
TF	ZNF197	12h	-0.24839119244566	0.803835251342615
TF	ZNF217	12h	1.11077711496096	0.266682645945549
TF	ZNF24	12h	0.67225813195574	0.501430048398649
TF	ZNF274	12h	-0.392268533406484	0.694865553915903
TF	ZNF584	12h	-0.570679750113672	0.568225556584233
TF	ZNF592	12h	-0.63415197205853	0.525991612503843
TF	ZNF639	12h	1.50813870056596	0.131540733550758
TF	ZNF644	12h	0.953183841433328	0.34051275873317
TF	MYC	1h	-1.12434710320488	0.260884342594442
TF	SMAD3	1h	1.23816708946993	0.215674079326913
TF	SMAD4	1h	8.55294127708778	1.31828725235696e-17
TF	SP1	1h	0.748005162369786	0.45446912739743
TF	TP53	1h	-0.27423693319906	0.783906438338438
TF	RUNX1	1h	-1.36876344768968	0.171094351086338
TF	STAT1	1h	-2.02421548299765	0.0429662108876607
TF	STAT3	1h	0.467457982241213	0.640179244451583
TF	RELA	1h	0.0788487309272892	0.937154026777561
TF	E2F1	1h	3.13549508499233	0.00171905648174472
TF	E2F3	1h	-1.33606534199379	0.181548802221633
TF	YY1	1h	-1.08514022293975	0.277877524995343
TF	STAT4	1h	-3.03334610251661	0.00242284200102674
TF	WT1	1h	-1.29721112727522	0.19457911140172
TF	IRF3	1h	1.00696719882252	0.313967274591238
TF	STAT5A	1h	0.933675641663966	0.35048671982061
TF	ETS1	1h	-0.0974814159733127	0.922345433895964
TF	ARNT	1h	0.438527967931272	0.661010108340342
TF	AHR	1h	-1.33672366156807	0.181333745830488
TF	RBPJ	1h	2.73053361775678	0.00633079726226446
TF	ATF2	1h	-1.26533350678333	0.205772053140934
TF	JUN	1h	1.26621488787561	0.20545642066447
TF	HNF4A	1h	0.461265578627887	0.644614969111059
TF	RARA	1h	4.38823423857732	1.15078736767317e-05
TF	PPARG	1h	-2.97778177242117	0.0029082081634086
TF	AR	1h	-0.576798823864187	0.564084283147728
TF	ATF1	1h	-0.526519585879987	0.598535269436353
TF	GATA4	1h	-1.05553955900962	0.291196144714962
TF	RARG	1h	-0.560130901856056	0.57539877328159
TF	ESR2	1h	0.401249579418145	0.688242271079223
TF	ESR1	1h	1.94634785474782	0.0516321822810736
TF	PAX6	1h	0.499594619528276	0.617368097968805
TF	EGR1	1h	5.41442434128952	6.2461167541707e-08
TF	FOS	1h	1.03098732084225	0.302563894418441
TF	CREB1	1h	1.22310384988832	0.221310274320793
TF	NFKB1	1h	1.5870141513466	0.112531158913648
TF	ATF4	1h	1.04614520964241	0.295511365066711
TF	ATF3	1h	-3.84561212599744	0.000120764042408974
TF	NR5A1	1h	-3.22677974394088	0.00125468650133326
TF	FOXO3	1h	-2.02743660052534	0.0426359644582821
TF	USF1	1h	1.97936221022496	0.0477940491126281
TF	ELK1	1h	0.788897820918787	0.43018457715052
TF	FLI1	1h	3.03731448711324	0.00239118887039953
TF	ELK4	1h	-1.60600739505552	0.108293975458775
TF	CEBPA	1h	1.10823058996893	0.267780552858811
TF	HIF1A	1h	-3.08195616325697	0.00206029198533437
TF	TP73	1h	-0.0135315296034409	0.989203916351386
TF	E2F4	1h	-0.00397852521936536	0.996825659043868
TF	ETS2	1h	-2.48212440684037	0.0130713572166347
TF	GATA3	1h	-0.874356494846345	0.381938566421403
TF	REL	1h	-2.1471951869758	0.0317942105766477
TF	LEF1	1h	-0.356346838664609	0.721586000628194
TF	CEBPB	1h	-2.27618160704548	0.0228495991608841
TF	SRF	1h	0.151189907047193	0.879828006760738
TF	SOX9	1h	1.78338242175998	0.074544900883419
TF	IRF1	1h	-0.0284134619636744	0.97733277693899
TF	SP3	1h	-0.513564279313783	0.607564453549561
TF	MEF2A	1h	-0.811288469275222	0.417213294645438
TF	RUNX2	1h	-0.673612640403328	0.500568309536424
TF	YBX1	1h	-0.303456657823508	0.761546209866615
TF	PDX1	1h	0.652232498915448	0.514261496092163
TF	RFX1	1h	2.84102587348797	0.00450310974212514
TF	FOXO1	1h	0.742198650563592	0.457978961108813
TF	SPI1	1h	-0.0192048598906444	0.98467794389252
TF	NR5A2	1h	1.20389792816402	0.228648608392985
TF	POU2F1	1h	-0.876912525336456	0.380548623422096
TF	STAT6	1h	1.45470879731777	0.145771457511436
TF	MYCN	1h	0.433031559772903	0.664998257948027
TF	TP63	1h	1.13799217619665	0.255142478353273
TF	MAZ	1h	-0.618665254176726	0.536146584517015
TF	SREBF1	1h	-2.33294513155075	0.0196645762325565
TF	FOSL1	1h	-1.03835952471089	0.299119952597522
TF	JUNB	1h	-1.64982834341044	0.0989996250221037
TF	PAX5	1h	-0.182326024404531	0.85532941529585
TF	HSF1	1h	-2.49297275616391	0.0126788789975269
TF	TFAP2A	1h	-3.43412457983933	0.000596127129378771
TF	SREBF2	1h	1.30394614769938	0.192272562870636
TF	PGR	1h	-0.317615811535625	0.750780934431362
TF	KLF1	1h	-1.42166688299175	0.155144401639656
TF	NFIC	1h	-1.68845817216212	0.0913447305845566
TF	ESRRA	1h	0.241764278097754	0.808966225280199
TF	TFAP2C	1h	1.3746452427579	0.169262614428574
TF	PAX8	1h	-1.47645909550043	0.139842319329222
TF	ETV4	1h	-0.0533256028092493	0.957473212866038
TF	MEF2C	1h	-0.601596692663064	0.547451999451087
TF	PPARA	1h	1.90038220589096	0.0574027171841112
TF	EPAS1	1h	5.64887119372322	1.64527461288582e-08
TF	IRF2	1h	-1.73666538277075	0.082467405869612
TF	ELF1	1h	0.412867753083654	0.67970958892496
TF	USF2	1h	-2.41491551459991	0.0157511044109298
TF	ATF6	1h	0.179467852256038	0.857572855513305
TF	IRF8	1h	0.00618903731298039	0.995061979014594
TF	ERG	1h	-0.264977252811584	0.791030737050222
TF	CTCF	1h	-1.76687723548384	0.0772697412965553
TF	CREM	1h	0.923878685065458	0.355564795323906
TF	MITF	1h	-1.2245403965696	0.220768252816231
TF	MYB	1h	-1.06572224601938	0.286566893738215
TF	ETV6	1h	0.250821038943366	0.801956014708533
TF	SMAD1	1h	4.45159005032565	8.58703904364773e-06
TF	NEUROD1	1h	-0.614460198770598	0.538920869675001
TF	REST	1h	-0.0176531456038717	0.985915801140077
TF	FOXA2	1h	1.03629525927415	0.300081630982068
TF	SNAI1	1h	0.309170852154513	0.757195989844501
TF	CDX2	1h	0.0571867507436849	0.954397217151303
TF	VDR	1h	2.03129831786794	0.0422428722036023
TF	GATA2	1h	-1.0788260026256	0.280683176109859
TF	PRDM1	1h	1.14017518407017	0.254232082938177
TF	CEBPD	1h	1.29799494480029	0.194309637439283
TF	KLF4	1h	-3.01657882112287	0.00256086161360457
TF	TFDP1	1h	0.871566993486394	0.383459017339604
TF	TBX21	1h	0.345014521586842	0.730088438313285
TF	GABPA	1h	-0.755857578539746	0.449746821059908
TF	ELF3	1h	-1.35920026998664	0.174104191638648
TF	JUND	1h	1.36363361262106	0.172703994125614
TF	FOXO4	1h	-3.95734228555743	7.61480268651227e-05
TF	SPIB	1h	-0.187807535841953	0.851030145797286
TF	BMAL1	1h	0.531891334394957	0.594809376306085
TF	CLOCK	1h	0.459217062861526	0.646085155677275
TF	NR1H3	1h	0.206089747339838	0.836723689367271
TF	KLF5	1h	-0.858718283415608	0.390510100094675
TF	SOX10	1h	0.133031739259765	0.894170118084273
TF	GATA1	1h	0.194037437750388	0.846149275343445
TF	ZEB1	1h	2.35622814089797	0.0184747542757316
TF	NFE2L2	1h	2.59026741806894	0.00959969712205102
TF	FOXA1	1h	0.751976922838444	0.452077094815695
TF	HES1	1h	1.21699512628257	0.223625799752658
TF	NFYB	1h	-0.790754226972573	0.429100307647131
TF	SP4	1h	-1.35369070381341	0.17585609211232
TF	TAL1	1h	-0.672590701974781	0.501218394460226
TF	NR3C1	1h	-0.0285315926461005	0.977238562109713
TF	NR1H2	1h	1.33361804991602	0.182349930620336
TF	FOXP1	1h	-0.299710161026931	0.764402526485352
TF	NR4A1	1h	3.53335737646248	0.00041158876371287
TF	NFYA	1h	-0.833708647233257	0.404458863657903
TF	STAT5B	1h	0.866303084901868	0.386338252887845
TF	FOXM1	1h	-0.804282941562413	0.421246721299036
TF	TWIST1	1h	1.28054929694152	0.200372421679549
TF	CEBPG	1h	0.0572217419736034	0.954369344313626
TF	NR2F1	1h	-1.3587953658484	0.174232495251464
TF	SNAI2	1h	-0.344372331494775	0.730571268588146
TF	NFE2	1h	-1.87643423230435	0.0606156673725015
TF	MAF	1h	2.93182315116091	0.00337503004145762
TF	NR2F2	1h	-3.26241972367502	0.00110719868746462
TF	PBX2	1h	1.90050493545311	0.0573866234213437
TF	EBF1	1h	2.75792933103671	0.00582413268163791
TF	MAFG	1h	-0.838474405525855	0.401778083883255
TF	MAFK	1h	-1.95063057543218	0.0511201696076658
TF	BCL6	1h	-2.45460724605693	0.0141154779036805
TF	BACH1	1h	0.727519625320056	0.466919397924829
TF	E2F2	1h	0.63107778403833	0.527999574464957
TF	NFKB2	1h	0.610092585260896	0.541810001574441
TF	TCF3	1h	2.77805777967684	0.00547549130083369
TF	ZEB2	1h	-0.231417306146294	0.816993874245667
TF	NFATC1	1h	-0.699592468867235	0.484193025792588
TF	MAX	1h	0.617109095203277	0.537172421767901
TF	KLF6	1h	-1.03654944844207	0.299963100816218
TF	NR2C2	1h	0.201497781186618	0.840312179626477
TF	MYOD1	1h	0.556339736294552	0.57798717916593
TF	IRF4	1h	0.489356105833236	0.624596979473157
TF	EHF	1h	-1.13366815448731	0.256952442089082
TF	HNF1B	1h	-0.518277513546027	0.604272536684741
TF	E2F6	1h	2.38303796011487	0.0171831747054912
TF	POU2F2	1h	-0.784434575677541	0.432797921494237
TF	STAT2	1h	-0.327308138197765	0.743439544237619
TF	RFX5	1h	0.167811941758748	0.866733558731368
TF	TBP	1h	-0.891929598339364	0.37244541150627
TF	GLI1	1h	-1.3706069402227	0.170518651481923
TF	ZNF143	1h	-1.4162672740972	0.156718662564103
TF	MYBL2	1h	-1.5277460772619	0.126597321925966
TF	GATA6	1h	0.755031465198947	0.450242318020922
TF	TFAP4	1h	-0.37656353045106	0.706503482766753
TF	GLI2	1h	0.397771483981903	0.690804471755228
TF	IRF9	1h	0.156221425560532	0.875860655213336
TF	NRF1	1h	-1.0199406608075	0.307773554099875
TF	HHEX	1h	-1.38282439595872	0.166739927632592
TF	PROX1	1h	-0.437533017535984	0.661731327464248
TF	FOXL2	1h	4.03305933481831	5.5336166925908e-05
TF	POU5F1	1h	-2.37474835145508	0.0175738012784262
TF	RELB	1h	2.74826042912101	0.00599861918794992
TF	MBD1	1h	0.18699278604563	0.851668895016594
TF	NANOG	1h	0.08968072086445	0.928542170496078
TF	SOX2	1h	1.42743337582959	0.153476466440533
TF	RXRA	1h	0.925662219574633	0.354636892696518
TF	KMT2A	1h	9.37277078198052	8.08648671179575e-21
TF	HIC1	1h	-3.05001095784449	0.00229244394534709
TF	NR2F6	1h	-2.11099340709008	0.0347898822721006
TF	MAFF	1h	0.51137176348351	0.609098519077073
TF	RUNX3	1h	-1.40284912726122	0.160683160800605
TF	SP2	1h	1.10767336788526	0.26802120687218
TF	LYL1	1h	-1.97296917804794	0.0485179631838197
TF	BACH2	1h	0.739450568483514	0.459645368998882
TF	FOXP2	1h	1.32728056200681	0.184436707172874
TF	CUX1	1h	-0.0861309960428678	0.931363468470159
TF	NCOA2	1h	1.90350186195294	0.0569947938378698
TF	HBP1	1h	-1.85766385750393	0.0632369418528086
TF	PRDM14	1h	2.92203787380402	0.00348283897332743
TF	GRHL2	1h	-0.0736418084780278	0.941296414893614
TF	E2F7	1h	-0.835296144428363	0.403564696539839
TF	TEAD4	1h	2.01929605808172	0.0434747488193506
TF	MBD2	1h	-0.274265684103415	0.783884345548247
TF	BHLHE40	1h	6.6538275522898	2.95768312577064e-11
TF	TCF7L2	1h	-1.48973015805753	0.136316866487321
TF	MAFB	1h	-0.65776857070282	0.510697253748741
TF	HOXB13	1h	0.0825093359785688	0.934242829037592
TF	TEAD1	1h	0.137777490384642	0.890418180329609
TF	ASCL1	1h	2.30905113437504	0.0209546767547358
TF	FOSL2	1h	3.93584666283195	8.32893699070043e-05
TF	HNF4G	1h	1.77697748876739	0.0755928205499516
